DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P23S2R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
100;2;41;41396;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;1; ;1;1;1; ; ;1
101;2;41;41396;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;40; ; ; ;1; ; ; ;1
102;2;68;68679;1; ;1;1;73;2;3;2;1;1;6;4;4;4;4;4;3;3;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;45;10;9;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
103;2;68;68679;1; ;1;1;65;1;4;2;1;1;6;4;4;3;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;7; ;51;0;4;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ;1
105;2;41;41396;1; ;1;1;27;2;3;2;1;1;6;4;4;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;0;6;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1; ;1;1;1;2;2;1;2;2;2;18;15;15; ; ;19; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2; ;2;2;2;2;1;3; ; ; ; ; ; ; ; ; ;1
106;2;41;41396;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;40; ; ; ;1;1; ; ;1
107;2;41;41396;1; ;1;1;17;1;2;2;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;0;4;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;1; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;1;1;2;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;1; ;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ;1
108;2;41;41016;1; ;1;1;49;1;3;2;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;5; ;29;0;5;9; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;1;2;3; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
109;2;41;41396;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;42; ; ; ;1; ; ; ;1
110;2;15;15176;1; ;1;1;33;1;3;1;1;1;6;4;4;4;4;4;2;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;3;0;7;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;1;1;1;1;2;2;2;2;2;25;25;25;25; ; ; ; ; ;4; ;1;1; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
111;2;41;41016;1; ;1;1;69;1;3;2;1;2;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7; ;20;0;4;9; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;1;2;3; ;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
113;2;25;25875;1; ;1;1;54;2;3;2;1;1;6;4;4;4;3;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;2;5; ;43;0;4;9; ;2;1;1;2;2;2;2;1; ; ; ; ; ; ;1;2;8;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
114;2;25;25875;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;45; ; ; ;1; ; ; ;1
115;2;41;41349;1; ;1;1;19;1;3;1;1;1;6;3;4;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;9;3;2;1; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;2;5; ;2;1;1;2;2;1;2;2;2; ;15;15; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
116;2;25;25875;1; ;1;1;46;1;3;2;1;1;6;4;4;3;4;4;4;4;4;4;1; ; ; ; ;1; ; ; ; ; ;3;1; ;2;2;2;2;2; ; ; ; ; ;2;1; ;20;0;2;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;3; ;1;1;1;2;2;2;2;2;2;18;18;21; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
186;2;18;18150;1; ;1;1;52;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;15;0;2;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;9; ;1;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
188;2;41;41349;1; ;1;1;20;1;3;1;1;1;6;4;4;4;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;7;3;7;9; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;2;4; ;2;1;1;2;2;1;2;2;2; ;15;15; ; ;15; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
189;2;15;15580;1; ;1;1;59;1;3;2;1;1;6;3;2;3;4;4;2;3;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;20;0;2;9; ;2;1;1;2;2;2;2; ;1;1; ; ; ;1;1;2;8;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
190;2;25;25875;1; ;1;1;39;1;4;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;15;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;1;1;2;1;1;2;2;2; ;15;15; ;17;18; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;2;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
191;2;18;18150;1; ;1;1;69;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;5; ;14;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
192;2;25;25740;1; ;1;1;38;1;3;1;1;1;6;4;4;3;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;25;1;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;1; ;2;2;1;2;2;1;2;2;2; ; ;15; ; ;25; ; ; ;3;4;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
193;2;41;41349;1; ;1;1;33;1;3;2;1;1;6;4;4;4;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;2; ;19;3;5;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4; ;1;1;1;1;1;1;2;2;2;15;15;15;15;15;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
194;2;25;25740;1; ;1;1;42;1;3;2;1;2;6;4;4;2;3;3;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;9; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;25;6;11;1; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;2;5; ;1;1;1;1;1;1;1;1;1;15;15;15;15;15;15;15;15;15;3;4;2; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;1;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
195;2;25;25740;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;57;1; ; ; ; ; ; ;1
196;2;41;41349;1; ;1;1;73;1;3;1;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;35;4;4;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;2;1;2;2;1;2;2;2; ; ;38; ; ;40; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;1;2;2;1;1; ; ; ; ; ; ; ; ; ;1
197;2;68;68745;1; ;1;1;68;1;3;1;1;1;6;4;4;3;4;4;1;1;2;3;1; ; ;1; ; ; ; ; ; ; ;1;1; ;1;2;2;2;2;1; ; ; ; ;1;7; ;30;0;7;3; ;1;2;1;2;2;2;1;1;1; ; ; ; ; ; ;2;8;4; ;1;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2; ;2;2;2;2;1;5; ; ; ; ; ; ; ; ; ;1
198;2;68;68745;1; ;1;1;68;1;3;1;1;1;6;4;2;3;2;4;1;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;2; ;30;0;7;6; ;1;2;2;2;2;2;1;1;1; ; ; ; ; ; ;2;8;4; ;2;1;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
199;2;08;08520;1; ;1;1;49;1;3;1;1;1;6;4;4;3;4;4;4;4;4;3;1; ; ; ; ;1; ; ; ;1; ;3;1; ;2;2;2;2;2; ; ; ; ; ;1;7; ;3;10;4;3; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ;1;1;2;5; ;2;1;1;1;1;1;2;1;1; ;15;20;21;25;25; ;30;32;3;4;1;2; ; ; ; ; ; ;1; ; ;2;1;2;2;2;1;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
200;2;25;25875;1; ;1;1;75;1;3;2;1;1;6;4;4;2;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7; ;60;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
201;2;08;08520;1; ;4;1;42;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;7;3;4;3; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;4;1; ;1;1;1;2;2;1;2;2;2;20;20;20; ; ;33; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
202;2;25;25875;1; ;1;1;67;1;3;2;1;1;6;4;3;4;2;2;4;3;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;2;3; ;39;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;1;2;2;2;2;2;2;2;2;16; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
203;2;76;76834;1;04;1;1;75;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;1;1;4;9; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;1;3;5; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2; ;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ;1
204;2;05;05615;1; ;1;1;56;1;3;1;1;1;6;4;4;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;30;4;1;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;1;1;1;2;2;1;2;2;2;15;17;20; ; ;20; ; ; ;3;2;1;1; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2; ;2;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
206;2;05;05615;1; ;1;1;43;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;1; ;1; ; ; ; ; ; ; ; ;3;1; ;2;2;2;2;2; ; ; ; ; ;1;7; ;3;0;5;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;1;2;2;2;2;2;2;2;28;25; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2; ;2;2;1;1;2;1; ; ; ; ; ; ; ; ; ;1
207;2;05;05615;1; ;1;1;27;1;3;2;1;2;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;0;6;2;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;7;2; ;1;1;1;2;1;2;2;2;2;15;15;15; ;15; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
208;2;76;76834;1;04;1;1;64;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;45;0;1;8; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;1; ;1;2;2;2;2;1;2;2;2;30; ; ; ; ;17; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
209;2;68;68745;1; ;1;1;55;1;3;1;1;1;6;4;3;3;4;4;1;4;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;5;0;7;9; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;2;8;4; ;1;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
210;2;25;25875;1; ;1;1;56;1;3;2;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;45;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;3; ;1;1;1;1;1;1;2;2;2;15;15;15;35;16;19; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1; ;2;2;2;2;1;5; ; ; ; ; ; ; ; ; ;1
211;2;25;25899;1;03;1;1;26;1;4;2;1;2;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;9;1;1;1; ;2;2;1;2;2;2;3; ;1; ; ; ; ; ; ;2;8;4; ;1;1;2;2;2;1;2;1;1;15;16; ; ; ;20; ;21;20;6;3;1;1; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1; ;2;2;1;2;1;1; ; ; ; ; ; ; ; ; ;1
212;2;76;76834;1;04;1;1;35;1;3;2;1;1;6;4;4;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7; ;2;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;20; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
213;2;05;05615;1; ;1;1;75;1;3;1;1;1;6;3;4;2;2;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;3;1; ;2;1;2;2;2; ;1; ; ; ;1;5; ;0;7;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
214;2;05;05809;1; ;1;1;34;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;4;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;1;1;1;2;1;1;2;2;2;17;17;17; ;17;17; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
215;2;41;41799;1; ;1;1;66;1;3;2;1;1;6;4;4;4;3;2;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;2;0;4;6; ;2;2;1;2;2;2;3; ;1; ; ; ; ; ; ;1;3;5; ;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
216;2;05;05615;1; ;1;1;38;2;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;3;0;5;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4; ;2;1;2;2;2;2;2;2;2; ;33; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
217;2;66;66682;1;04;1;1;48;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;20;0;2;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;5; ;1;1;1;1;1;1;1;1;1;15;15;15;15;15;15;15;15;15;6;2;1;2;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
218;2;68;68745;1; ;1;1;25;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;3;0;7;3; ;2;2;1;2;2;2;3;1; ; ; ; ; ; ; ;2;8;1; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
219;2;05;05809;1; ;1;1;69;1;3;1;1;1;6;4;2;3;4;4;1;4;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;12;0;2;3; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
220;2;05;05615;1; ;1;1;36;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;0;4;1;9; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;2;1; ;2;1;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
222;2;05;05615;1; ;1;1;46;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ;1; ; ; ; ;1;1; ;2;2;2;2;2; ; ; ; ; ;2;6; ;3;0;5;1; ;2;2;1;2;1;2;5;1;1; ; ; ; ; ; ;1;3;1; ;2;1;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1; ;2;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
223;2;66;66682;1;04;1;1;25;2;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;5;0;2;1; ;1;2;2;2;2;2;1;1; ; ; ; ; ; ; ;1;2;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;1;1;2;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
224;2;05;05615;1; ;1;1;33;1;3;3;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;5; ;2;0;4;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;2; ;1;1;2;2;2;2;2;2;2;16;15; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;2; ;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
